slug;school_id;korpus_id;walk_min;walk_m
masters;shkola-152;shkola-152-3;17;1244
masters;shkola-1575;shkola-1575-2;20;1519
masters;shkola-tehnologii-obucheniya;shkola-tehnologii-obucheniya-2;23;1717
masters;novaya-gumanitarnaya-shkola;novaya-gumanitarnaya-shkola-1;24;1799
masters;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha-2;25;1843
masters;osm-402-shkola-684;osm-402-shkola-684-1;25;1845
masters;shkola-1252-im-servantesa;shkola-1252-im-servantesa-2;25;1859
masters;shkola-1409;shkola-1409-2;26;1916
masters;osm-401-tsentr-obrazovaniya-1865;osm-401-tsentr-obrazovaniya-1865-1;26;1952
masters;kurchatovskaya-shkola;kurchatovskaya-shkola-3;28;2111
masters;shkola-internat-2;shkola-internat-2-1;29;2147
matveevskiy-park;shkola-2025;shkola-2025-1;29;2146
metropoliya;osm-167-internat-4;osm-167-internat-4-1;20;1514
metropoliya;osm-48-shkola-467;osm-48-shkola-467-1;25;1895
metropoliya;shkola-im-v-v-mayakovskogo;shkola-im-v-v-mayakovskogo-2;26;1915
metropoliya;osm-432-gbou-sosh-480;osm-432-gbou-sosh-480-1;26;1941
metropoliya;osm-355-shkola-462;osm-355-shkola-462-1;27;1997
metropoliya;osm-229-shkola-500;osm-229-shkola-500-1;27;2034
metropoliya;osm-628-shkola-480-im;osm-628-shkola-480-im-1;28;2133
michurinskiy-park;shkola-1741;shkola-1741-1;19;1439
michurinskiy-park;shkola-2025;shkola-2025-2;20;1509
michurinskiy-park;shkola-843;shkola-843-1;22;1630
michurinskiy-park;shkola-1347;shkola-1347-1;27;2030
michurinskiy-park;shkola-1329;shkola-1329-2;28;2134
mikhalkovskiy;osm-51-shkola-90-im;osm-51-shkola-90-im-1;13;956
mikhalkovskiy;osm-555-shkola-727;osm-555-shkola-727-1;14;1067
mikhalkovskiy;shkola-1223;shkola-1223-1;14;1076
mikhalkovskiy;osm-656-shkola-215;osm-656-shkola-215-1;15;1117
mikhalkovskiy;srednyaya-shkola-znayka;srednyaya-shkola-znayka-1;18;1368
mikhalkovskiy;shkola-224;shkola-224-3;19;1409
mikhalkovskiy;shkola-1576;shkola-1576-4;20;1519
mikhalkovskiy;shkola-185-im-v-s-grizodubovoy;shkola-185-im-v-s-grizodubovoy-1;22;1660
mikhalkovskiy;shkola-1583-im-k-a-kerimova;shkola-1583-im-k-a-kerimova-1;23;1706
mikhalkovskiy;osm-353-shkola-225;osm-353-shkola-225-1;27;2047
mikhalkovskiy;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-4;29;2203
mira;shkola-1531-im-s-k-godovikova;shkola-1531-im-s-k-godovikova-1;3;259
mira;shkola-1518;shkola-1518-2;8;587
mira;osm-378-shkola-308;osm-378-shkola-308-1;8;615
mira;osm-272-shkola-potentsial;osm-272-shkola-potentsial-1;9;660
mira;shkola-1539;shkola-1539-1;10;754
mira;pervyy-moskovskiy-obrazovatelnyy-kompleks;pervyy-moskovskiy-obrazovatelnyy-kompleks-2;11;836
mira;shkola-internat-1;shkola-internat-1-1;13;963
mira;osm-435-gimnaziya-mgups;osm-435-gimnaziya-mgups-1;15;1151
mira;osm-309-tsentr-obrazovaniya-1470;osm-309-tsentr-obrazovaniya-1470-1;17;1312
mira;shkola-293-im-a-t-tvardovskogo;shkola-293-im-a-t-tvardovskogo-2;18;1323
mira;osm-483-shkola-1220;osm-483-shkola-1220-1;18;1339
mira;osm-566-shkola-304;osm-566-shkola-304-1;20;1487
mira;osm-280-shkola-1503;osm-280-shkola-1503-3;22;1649
mira;osm-599-shkola-venda;osm-599-shkola-venda-1;23;1713
mirapolis;shkola-1499-im-i-a-dokukina;shkola-1499-im-i-a-dokukina-2;14;1066
mirapolis;osm-345-shkola-352;osm-345-shkola-352-1;16;1199
mirapolis;pervyy-moskovskiy-obrazovatelnyy-kompleks;pervyy-moskovskiy-obrazovatelnyy-kompleks-4;24;1779
mirapolis;shkola-sviblovo;shkola-sviblovo-1;28;2069
mm22;osm-280-shkola-1503;osm-280-shkola-1503-3;4;271
mm22;osm-309-tsentr-obrazovaniya-1470;osm-309-tsentr-obrazovaniya-1470-1;9;709
mm22;shkola-internat-1;shkola-internat-1-1;12;894
mm22;shkola-1539;shkola-1539-1;13;943
mm22;osm-378-shkola-308;osm-378-shkola-308-1;13;977
mm22;osm-272-shkola-potentsial;osm-272-shkola-potentsial-1;17;1242
mm22;osm-435-gimnaziya-mgups;osm-435-gimnaziya-mgups-1;17;1310
mm22;shkola-293-im-a-t-tvardovskogo;shkola-293-im-a-t-tvardovskogo-2;18;1383
mm22;shkola-1518;shkola-1518-2;22;1653
mm22;shkola-1531-im-s-k-godovikova;shkola-1531-im-s-k-godovikova-1;23;1704
mm22;osm-566-shkola-304;osm-566-shkola-304-1;24;1800
mm22;pervyy-moskovskiy-obrazovatelnyy-kompleks;pervyy-moskovskiy-obrazovatelnyy-kompleks-2;27;2019
mm22;osm-483-shkola-1220;osm-483-shkola-1220-1;28;2098
mod;shkola-marina-roscha-im-v-f-orlova;shkola-marina-roscha-im-v-f-orlova-2;6;474
mod;osm-467-shkola-237;osm-467-shkola-237-1;11;818
mod;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-1;13;955
mod;shkola-2107;shkola-2107-2;20;1485
mod;osm-441-shkola-1956;osm-441-shkola-1956-1;20;1522
mod;osm-436-shkola-259;osm-436-shkola-259-1;21;1601
mod;osm-597-shkola-1297;osm-597-shkola-1297-2;23;1695
mod;osm-428-gimnaziya-1572;osm-428-gimnaziya-1572-1;26;1921
mod;shkola-1501;shkola-1501-2;28;2132
molodogvardeyskaya-54;osm-50-tsentr-vneshkolnoy-raboty-sine;osm-50-tsentr-vneshkolnoy-raboty-sine-1;6;461
molodogvardeyskaya-54;shkola-1293;shkola-1293-1;8;632
molodogvardeyskaya-54;shkola-64;shkola-64-1;18;1329
molodogvardeyskaya-54;osm-104-shkola-749;osm-104-shkola-749-1;18;1380
molodogvardeyskaya-54;osm-260-kadetskaya-shkola-internat-11;osm-260-kadetskaya-shkola-internat-11-1;19;1410
molodogvardeyskaya-54;shkola-806;shkola-806-2;25;1858
molodogvardeyskaya-54;osm-341-shkola-659;osm-341-shkola-659-1;26;1914
moments;osm-660-shkola-yuvenes-nachalnye-klass;osm-660-shkola-yuvenes-nachalnye-klass-1;14;1081
moments;kurchatovskaya-shkola;kurchatovskaya-shkola-5;16;1200
moments;shkola-1252-im-servantesa;shkola-1252-im-servantesa-1;19;1419
moments;osm-406-shkola-2099;osm-406-shkola-2099-1;21;1558
moments;shkola-1874;shkola-1874-2;22;1663
moments;osm-187-tsentr-obrazovaniya-1854;osm-187-tsentr-obrazovaniya-1854-1;23;1742
moments;shkola-830;shkola-830-1;23;1760
moments;mezhdunarodnaya-shkola-integratsiya-xxi-vek;mezhdunarodnaya-shkola-integratsiya-xxi-vek-2;25;1869
moments;osm-374-shkola-149-imeni-geroya-sovets;osm-374-shkola-149-imeni-geroya-sovets-1;25;1890
moments;osm-524-shkola-717;osm-524-shkola-717-1;28;2096
moments;shkola-1212-schukino;shkola-1212-schukino-1;28;2128
monblan;shkola-627-im-d-d-lelyushenko;shkola-627-im-d-d-lelyushenko-4;11;793
monblan;shkola-1259;shkola-1259-1;14;1024
monblan;ekonomicheskiy-litsey-reu-im-g-v-plehanova;ekonomicheskiy-litsey-reu-im-g-v-plehanova-1;17;1287
monblan;osm-497-shkola-498;osm-497-shkola-498-1;19;1413
monblan;osm-543-internat-tretiy-moskovskiy-kad;osm-543-internat-tretiy-moskovskiy-kad-1;19;1459
monblan;shkola-1553-im-v-i-vernadskogo;shkola-1553-im-v-i-vernadskogo-1;20;1502
monblan;osm-571-shkola-1262;osm-571-shkola-1262-1;22;1659
monblan;osm-637-shkola-1271;osm-637-shkola-1271-1;23;1751
monblan;osm-672-shkola-518;osm-672-shkola-518-1;24;1772
monblan;shkola-1270-vektor;shkola-1270-vektor-1;24;1776
monblan;osm-544-shkola-553;osm-544-shkola-553-1;25;1839
monblan;shkola-im-v-v-mayakovskogo;shkola-im-v-v-mayakovskogo-1;26;1923
monblan;shkola-2104-na-taganke;shkola-2104-na-taganke-1;26;1981
monblan;osm-331-elizavetinskaya-gimnaziya;osm-331-elizavetinskaya-gimnaziya-1;27;1998
monblan;osm-496-spetsshkola-486;osm-496-spetsshkola-486-1;27;2026
monblan;shkola-sotrudnichestva;shkola-sotrudnichestva-1;28;2074
monblan;osm-648-frantsuzskiy-litsey-im-aleksan;osm-648-frantsuzskiy-litsey-im-aleksan-1;28;2125
monblan;osm-525-shkola-1323;osm-525-shkola-1323-1;29;2151
monodom-lake;osm-555-shkola-727;osm-555-shkola-727-1;14;1053
monodom-lake;osm-51-shkola-90-im;osm-51-shkola-90-im-1;17;1278
monodom-lake;shkola-224;shkola-224-3;18;1340
monodom-lake;shkola-1583-im-k-a-kerimova;shkola-1583-im-k-a-kerimova-1;18;1383
monodom-lake;shkola-1223;shkola-1223-1;19;1398
monodom-lake;osm-656-shkola-215;osm-656-shkola-215-1;19;1454
monodom-lake;srednyaya-shkola-znayka;srednyaya-shkola-znayka-1;23;1691
monodom-lake;shkola-1576;shkola-1576-4;25;1842
monodom-lake;shkola-185-im-v-s-grizodubovoy;shkola-185-im-v-s-grizodubovoy-1;26;1982
moskvoreche;osm-572-litsey-1511;osm-572-litsey-1511-1;12;895
moskvoreche;shkola-1579;shkola-1579-2;12;926
moskvoreche;osm-116-shkola-2000;osm-116-shkola-2000-2;24;1767
moskvoreche;osm-518-shkola-511;osm-518-shkola-511-1;26;1927
moskvoreche;osm-96-shkola-1640;osm-96-shkola-1640-1;30;2228
muza;shkola-1601-im-e-k-lyutikova;shkola-1601-im-e-k-lyutikova-5;5;389
muza;osm-602-gimnaziya-svet;osm-602-gimnaziya-svet-1;7;545
muza;shkola-1575;shkola-1575-1;9;702
muza;osm-596-petrovskaya-shkola;osm-596-petrovskaya-shkola-1;11;818
muza;shkola-152;shkola-152-1;11;847
muza;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha-1;14;1050
muza;shkola-tehnologii-obucheniya;shkola-tehnologii-obucheniya-2;14;1053
muza;novaya-gumanitarnaya-shkola;novaya-gumanitarnaya-shkola-1;15;1145
muza;osm-562-shkola-1164;osm-562-shkola-1164-2;21;1548
muza;shkola-218;shkola-218-1;22;1617
muza;shkola-1409;shkola-1409-2;24;1801
muza;osm-447-litsey-1550;osm-447-litsey-1550-2;25;1907
muza;shkola-internat-2;shkola-internat-2-1;26;1981
muza;shkola-1570;shkola-1570-1;27;2061
muza;shkola-1454-timiryazevskaya;shkola-1454-timiryazevskaya-1;28;2128
mypriority-mnevniki;shkola-1515;shkola-1515-1;2;187
mypriority-mnevniki;shkola-138;shkola-138-3;11;825
mypriority-mnevniki;shkola-1560-lider;shkola-1560-lider-2;11;840
mypriority-mnevniki;shkola-1522-im-v-i-churkina;shkola-1522-im-v-i-churkina-1;13;980
mypriority-mnevniki;horoshevskaya-shkola-horoshkola;horoshevskaya-shkola-horoshkola-1;15;1159
mypriority-mnevniki;osm-511-horoshevskaya-progimnaziya;osm-511-horoshevskaya-progimnaziya-1;17;1246
mypriority-mnevniki;shkola-1517;shkola-1517-3;17;1259
mypriority-mnevniki;osm-453-gbou-sosh-shkola-1010-korpus-3;osm-453-gbou-sosh-shkola-1010-korpus-3-1;17;1293
mypriority-mnevniki;kurchatovskaya-shkola;kurchatovskaya-shkola-2;23;1719
na-kutuzovskom-prospekte-36;shkola-67;shkola-67-3;2;170
na-kutuzovskom-prospekte-36;osm-326-shkola-1232;osm-326-shkola-1232-1;19;1388
na-kutuzovskom-prospekte-36;obrazovatelnyy-tsentr-proton;obrazovatelnyy-tsentr-proton-2;22;1686
na-kutuzovskom-prospekte-36;shkola-integral;shkola-integral-1;23;1693
na-kutuzovskom-prospekte-36;osm-157-shkola-1465-imeni-admirala-n;osm-157-shkola-1465-imeni-admirala-n-3;24;1805
na-kutuzovskom-prospekte-36;shkola-56-imeni-akademika-v-a-legasova;shkola-56-imeni-akademika-v-a-legasova-1;24;1837
na-kutuzovskom-prospekte-36;osm-570-shkola-590;osm-570-shkola-590-1;28;2104
na-kutuzovskom-prospekte-36;shkola-tehnologii-obucheniya;shkola-tehnologii-obucheniya-1;29;2173
nachalo;shkola-2030;shkola-2030-1;7;516
nachalo;osm-612-shkola-2055;osm-612-shkola-2055-1;10;769
nachalo;shkola-1241-na-krasnoy-presne;shkola-1241-na-krasnoy-presne-2;16;1191
nachalo;osm-545-shkola-340;osm-545-shkola-340-1;16;1235
nachalo;osm-586-moskovskaya-ekonomicheskaya-sh;osm-586-moskovskaya-ekonomicheskaya-sh-1;19;1393
nachalo;osm-568-pushkinskaya-gimnaziya-na-pres;osm-568-pushkinskaya-gimnaziya-na-pres-1;22;1649
nachalo;osm-36-shkola-viktoriya;osm-36-shkola-viktoriya-1;24;1834
nachalo;romanovskaya-shkola;romanovskaya-shkola-5;28;2082
nagatino-ay-lend;shkola-463-im-d-n-medvedeva;shkola-463-im-d-n-medvedeva-4;17;1290
nagatino-ay-lend;osm-501-shkola-494-im;osm-501-shkola-494-im-1;20;1471
nagatino-ay-lend;shkola-1272;shkola-1272-1;24;1792
nagatino-ay-lend;shkola-2129-im-p-i-romanova;shkola-2129-im-p-i-romanova-4;28;2102
nagatino-ay-lend;osm-585-shkola-548-tsaritsyno;osm-585-shkola-548-tsaritsyno-1;28;2129
nametkin-tauer;shkola-1948-lingvist-m;shkola-1948-lingvist-m-2;8;592
nametkin-tauer;osm-255-obrazovatelnyy-tsentr-gazprom;osm-255-obrazovatelnyy-tsentr-gazprom-1;9;708
nametkin-tauer;shkola-15;shkola-15-3;16;1221
nametkin-tauer;shkola-nika;shkola-nika-2;16;1221
nametkin-tauer;shkola-121;shkola-121-1;17;1312
nametkin-tauer;tssio-mesh-moskovskaya-eksperimentalnaya-shkola;tssio-mesh-moskovskaya-eksperimentalnaya-shkola-1;18;1322
nametkin-tauer;shkola-2115;shkola-2115-1;18;1365
nametkin-tauer;osm-196-nou-razvitie-shkola-kompensiru;osm-196-nou-razvitie-shkola-kompensiru-1;22;1630
nametkin-tauer;osm-218-shkola-1379;osm-218-shkola-1379-1;23;1729
nametkin-tauer;osm-158-shkola-1100;osm-158-shkola-1100-1;24;1774
nametkin-tauer;shkola-117;shkola-117-3;25;1877
nametkin-tauer;osm-175-shkola-feniks;osm-175-shkola-feniks-1;25;1905
nametkin-tauer;shkola-1205;shkola-1205-1;26;1917
nametkin-tauer;osm-60-spetsialnaya-shkola-3;osm-60-spetsialnaya-shkola-3-1;27;2019
nametkin-tauer;osm-70-shkola-internat-61;osm-70-shkola-internat-61-1;27;2040
nametkin-tauer;osm-611-shkola-538-imeni-s;osm-611-shkola-538-imeni-s-3;27;2040
nametkin-tauer;shkola-554;shkola-554-1;27;2048
nametkin-tauer;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-2;28;2064
nametkin-tauer;shkola-1514;shkola-1514-2;28;2137
nametkin-tauer;osm-485-shkola-1361;osm-485-shkola-1361-1;30;2224
narvin;shkola-224;shkola-224-2;7;510
narvin;shkola-1583-im-k-a-kerimova;shkola-1583-im-k-a-kerimova-1;12;922
narvin;shkola-1315;shkola-1315-2;13;999
narvin;shkola-1250;shkola-1250-1;22;1673
narvin;osm-555-shkola-727;osm-555-shkola-727-1;26;1976
narvin;cambridge-international-school-cis;cambridge-international-school-cis-1;30;2223
nativ;klassicheskiy-pansion-mgu;klassicheskiy-pansion-mgu-2;14;1064
nativ;shkola-814;shkola-814-4;20;1517
nativ;shkola-97;shkola-97-1;29;2178
nays-loft;osm-649-kadetskaya-shkola-1785;osm-649-kadetskaya-shkola-1785-1;17;1297
nays-loft;osm-628-shkola-480-im;osm-628-shkola-480-im-1;18;1325
nays-loft;osm-432-gbou-sosh-480;osm-432-gbou-sosh-480-1;22;1623
nays-loft;osm-671-shkola-88;osm-671-shkola-88-1;22;1648
nays-loft;shkola-1468;shkola-1468-1;26;1934
nays-loft;osm-167-internat-4;osm-167-internat-4-1;26;1940
nays-loft;osm-215-rogozhskaya-drevlepravoslavnay;osm-215-rogozhskaya-drevlepravoslavnay-1;27;2019
nays-loft;osm-361-shkola-1216;osm-361-shkola-1216-1;28;2093
nays-loft;osm-214-shkola-459;osm-214-shkola-459-1;28;2094
nays-loft;osm-546-shkola-1221;osm-546-shkola-1221-1;29;2144
nays-loft;shkola-1222-im-i-h-bagramyana;shkola-1222-im-i-h-bagramyana-1;29;2187
nays-loft;osm-48-shkola-467;osm-48-shkola-467-1;30;2247
nazare;osm-394-shkola-365;osm-394-shkola-365-1;9;663
nazare;osm-381-shkola-362;osm-381-shkola-362-1;9;665
nazare;osm-38-shkola-370-im;osm-38-shkola-370-im-1;12;935
nazare;osm-380-shkola-318;osm-380-shkola-318-1;14;1049
nazare;osm-395-shkola-442;osm-395-shkola-442-1;15;1097
nazare;shkola-1080;shkola-1080-1;19;1436
nazare;osm-305-shkola-390;osm-305-shkola-390-1;21;1574
nazare;shkola-1797-bogorodskaya;shkola-1797-bogorodskaya-1;23;1747
nazare;shkola-1505-preobrazhenskaya;shkola-1505-preobrazhenskaya-4;23;1759
nazare;osm-426-shkola-1035;osm-426-shkola-1035-1;25;1850
nazare;shkola-1360;shkola-1360-1;28;2086
nazare;osm-437-shkola-363;osm-437-shkola-363-1;28;2120
nazare;osm-136-shkola-internat-5-preobrazhens;osm-136-shkola-internat-5-preobrazhens-1;29;2177
neva-towers;romanovskaya-shkola;romanovskaya-shkola-4;14;1048
neva-towers;osm-545-shkola-340;osm-545-shkola-340-1;15;1115
neva-towers;shkola-2048;shkola-2048-1;25;1853
neva-towers;osm-612-shkola-2055;osm-612-shkola-2055-1;26;1939
neva-towers;shkola-2030;shkola-2030-1;26;1963
nexus-by-akvilon;osm-341-shkola-659;osm-341-shkola-659-1;7;518
nexus-by-akvilon;shkola-1293;shkola-1293-2;11;812
nexus-by-akvilon;shkola-1584;shkola-1584-2;11;853
nexus-by-akvilon;shkola-64;shkola-64-1;13;963
nexus-by-akvilon;osm-519-shkola-1133;osm-519-shkola-1133-2;14;1078
nexus-by-akvilon;shkola-887;shkola-887-1;15;1092
nexus-by-akvilon;osm-260-kadetskaya-shkola-internat-11;osm-260-kadetskaya-shkola-internat-11-1;15;1098
nexus-by-akvilon;shkola-806;shkola-806-1;21;1585
nexus-by-akvilon;osm-50-tsentr-vneshkolnoy-raboty-sine;osm-50-tsentr-vneshkolnoy-raboty-sine-1;21;1596
nexus-by-akvilon;osm-104-shkola-749;osm-104-shkola-749-1;23;1740
nexus-by-akvilon;osm-540-shkola-63;osm-540-shkola-63-1;24;1823
nexus-by-akvilon;shkola-1440;shkola-1440-1;27;2038
nexus-by-akvilon;osm-147-shkola-808;osm-147-shkola-808-1;28;2069
nikitskiy-6;shkola-91;shkola-91-1;4;311
nikitskiy-6;shkola-1520-im-kaptsovyh;shkola-1520-im-kaptsovyh-1;8;593
nikitskiy-6;shkola-2123-im-migelya-ernandesa;shkola-2123-im-migelya-ernandesa-1;8;627
nikitskiy-6;osm-583-shkola-123;osm-583-shkola-123-1;10;770
nikitskiy-6;osm-569-shkola-110;osm-569-shkola-110-1;10;780
nikitskiy-6;shkola-1231-im-v-d-polenova;shkola-1231-im-v-d-polenova-5;11;802
nikitskiy-6;shkola-1234;shkola-1234-1;11;851
nikitskiy-6;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-3;12;884
nikitskiy-6;osm-34-shkola-1331-molodaya-iveriya;osm-34-shkola-1331-molodaya-iveriya-1;13;992
nikitskiy-6;shkola-1529-imeni-a-s-griboedova;shkola-1529-imeni-a-s-griboedova-3;14;1023
nikitskiy-6;osm-360-tsentr-obrazovaniya-1441-bronn;osm-360-tsentr-obrazovaniya-1441-bronn-1;16;1205
nikitskiy-6;osm-563-shkola-1239;osm-563-shkola-1239-1;19;1423
nikitskiy-6;shkola-179;shkola-179-1;22;1628
nikitskiy-6;preduniversitariy-mglu;preduniversitariy-mglu-1;26;1959
nikitskiy-6;shkola-1950;shkola-1950-2;27;2003
nikitskiy-6;osm-21-shkola-1113;osm-21-shkola-1113-2;27;2019
nikitskiy-6;shkola-1574;shkola-1574-1;28;2109
nikitskiy-6;shkola-2054;shkola-2054-2;28;2117
nikitskiy-6;litsey-ranhigs;litsey-ranhigs-2;28;2122
nikitskiy-6;osm-92-shkolnoe-otdelenie-22-litseya-;osm-92-shkolnoe-otdelenie-22-litseya--1;29;2146
nikitskiy-6;shkola-1799;shkola-1799-3;30;2248
nikol;shkola-179;shkola-179-1;14;1074
nikol;litsey-niu-vshe;litsey-niu-vshe-4;16;1228
nikol;osm-636-frantsuzskiy-litsey-im-a-dyuma;osm-636-frantsuzskiy-litsey-im-a-dyuma-1;17;1312
nikol;osm-368-svyato-vladimirskaya-shkola;osm-368-svyato-vladimirskaya-shkola-1;19;1458
nikol;shkola-2054;shkola-2054-2;21;1543
nikol;pushkinskaya-shkola-1500;pushkinskaya-shkola-1500-4;21;1554
nikol;shkola-algoritm;shkola-algoritm-1;21;1554
nikol;shkola-pokrovskiy-kvartal;shkola-pokrovskiy-kvartal-3;21;1607
nikol;osm-525-shkola-1323;osm-525-shkola-1323-1;22;1619
nikol;shkola-1799;shkola-1799-3;22;1654
nikol;shkola-1520-im-kaptsovyh;shkola-1520-im-kaptsovyh-1;24;1774
nikol;osm-583-shkola-123;osm-583-shkola-123-1;25;1890
nikol;pyatdesyat-sedmaya-shkola;pyatdesyat-sedmaya-shkola-3;27;1997
nikol;osm-114-shkola-vuz-sovremennoe-obrazov;osm-114-shkola-vuz-sovremennoe-obrazov-1;27;2041
nikol;osm-672-shkola-518;osm-672-shkola-518-1;27;2048
nikol;shkola-1284;shkola-1284-1;28;2096
nikol;osm-554-chastnaya-shkola-bnot-menahem;osm-554-chastnaya-shkola-bnot-menahem-1;28;2127
nikol;shkola-1234;shkola-1234-4;30;2229
nikol;osm-331-elizavetinskaya-gimnaziya;osm-331-elizavetinskaya-gimnaziya-1;30;2234
nikol;shkola-tsentra-pedagogicheskogo-masterstva-tspm;shkola-tsentra-pedagogicheskogo-masterstva-tspm-2;30;2238
nikol;osm-650-pravoslavnaya-svyato-petrovska;osm-650-pravoslavnaya-svyato-petrovska-1;30;2242
nizhegorodskaya-ot-granel;osm-410-shkola-internat-105;osm-410-shkola-internat-105-1;18;1321
nizhegorodskaya-ot-granel;osm-591-shkola-439-intellekt;osm-591-shkola-439-intellekt-2;18;1325
nizhegorodskaya-ot-granel;osm-152-shkola-489;osm-152-shkola-489-1;18;1380
nizhegorodskaya-ot-granel;osm-153-shkola-841;osm-153-shkola-841-1;20;1463
nizhegorodskaya-ot-granel;osm-645-tatyaninskaya-shkola;osm-645-tatyaninskaya-shkola-1;22;1615
nizhegorodskaya-ot-granel;osm-613-tsentr-obrazovaniya-1699;osm-613-tsentr-obrazovaniya-1699-1;22;1628
nizhegorodskaya-ot-granel;shkola-1222-im-i-h-bagramyana;shkola-1222-im-i-h-bagramyana-2;22;1642
nizhegorodskaya-ot-granel;shkola-1367;shkola-1367-1;23;1709
nizhegorodskaya-ot-granel;osm-237-shkola-488;osm-237-shkola-488-1;25;1864
nizhegorodskaya-ot-granel;osm-236-shkola-1386;osm-236-shkola-1386-1;26;1944
nizhegorodskaya-ot-granel;shkola-777-im-e-v-mihaylova;shkola-777-im-e-v-mihaylova-4;29;2207
novaya-11;osm-216-litsey-1303;osm-216-litsey-1303-1;14;1021
novaya-11;osm-217-shkola-415;osm-217-shkola-415-1;15;1142
novaya-11;osm-191-shkola-1229;osm-191-shkola-1229-1;16;1207
novaya-11;osm-54-shkola-1321-kovcheg;osm-54-shkola-1321-kovcheg-1;16;1233
novaya-11;shkola-sodruzhestvo;shkola-sodruzhestvo-3;20;1465
novaya-11;shkola-354-im-d-m-karbysheva;shkola-354-im-d-m-karbysheva-2;23;1726
novaya-11;osm-549-tsentr-obrazovaniya-1480;osm-549-tsentr-obrazovaniya-1480-2;24;1810
novaya-11;osm-643-shkola-1203;osm-643-shkola-1203-1;26;1916
novaya-11;inzhenernaya-shkola-1581;inzhenernaya-shkola-1581-2;26;1985
novaya-11;osm-592-shkola-457;osm-592-shkola-457-1;28;2078
novaya-11;shkola-sotrudnichestva;shkola-sotrudnichestva-2;28;2087
novaya-11;osm-609-shkola-1247;osm-609-shkola-1247-1;28;2120
novaya-11;shkola-1270-vektor;shkola-1270-vektor-2;30;2222
novaya-11;shkola-2104-na-taganke;shkola-2104-na-taganke-3;30;2228
novye-akademiki;osm-111-shkola-1280;osm-111-shkola-1280-1;4;264
novye-akademiki;osm-500-shkola-im-hinksona;osm-500-shkola-im-hinksona-1;4;283
novye-akademiki;osm-112-litsey-im-sofi-nyuberg;osm-112-litsey-im-sofi-nyuberg-1;6;413
novye-akademiki;britanskaya-mezhdunarodnaya-shkola-bis;britanskaya-mezhdunarodnaya-shkola-bis-2;7;561
novye-akademiki;osm-70-shkola-internat-61;osm-70-shkola-internat-61-1;8;636
novye-akademiki;osm-60-spetsialnaya-shkola-3;osm-60-spetsialnaya-shkola-3-1;9;692
novye-akademiki;shkola-2115;shkola-2115-3;13;983
novye-akademiki;shkola-626-im-n-i-sats;shkola-626-im-n-i-sats-1;13;993
novye-akademiki;akademicheskaya-shkola-1534;akademicheskaya-shkola-1534-1;14;1052
novye-akademiki;osm-196-nou-razvitie-shkola-kompensiru;osm-196-nou-razvitie-shkola-kompensiru-1;17;1278
novye-akademiki;osm-175-shkola-feniks;osm-175-shkola-feniks-1;18;1336
novye-akademiki;osm-603-shkola-517;osm-603-shkola-517-1;18;1360
novye-akademiki;osm-664-internat-56;osm-664-internat-56-1;20;1534
novye-akademiki;shkola-1533-lit;shkola-1533-lit-1;21;1557
novye-akademiki;osm-588-shkola-568;osm-588-shkola-568-1;21;1606
novye-akademiki;shkola-15;shkola-15-2;23;1758
novye-akademiki;shkola-45-im-l-i-milgrama;shkola-45-im-l-i-milgrama-2;24;1796
novye-akademiki;shkola-1205;shkola-1205-1;24;1801
novye-akademiki;osm-322-shkola-104;osm-322-shkola-104-1;24;1811
novye-akademiki;osm-617-shkola-522;osm-617-shkola-522-1;25;1878
novye-akademiki;shkola-554;shkola-554-2;26;1916
novye-akademiki;shkola-1948-lingvist-m;shkola-1948-lingvist-m-1;27;1996
novye-akademiki;osm-558-shkola-541;osm-558-shkola-541-1;28;2073
novye-akademiki;shkola-1279-evrika;shkola-1279-evrika-2;28;2110
novye-akademiki;shkola-625;shkola-625-2;29;2191
obrucheva-30;osm-59-shkola-115;osm-59-shkola-115-1;12;902
obrucheva-30;osm-158-shkola-1100;osm-158-shkola-1100-1;13;1011
obrucheva-30;shkola-170-im-a-p-chehova;shkola-170-im-a-p-chehova-1;16;1204
obrucheva-30;shkola-1514;shkola-1514-3;18;1323
obrucheva-30;osm-593-shkola-46;osm-593-shkola-46-1;18;1361
obrucheva-30;osm-118-shkola-49;osm-118-shkola-49-2;25;1845
obrucheva-30;shkola-117;shkola-117-3;27;1996
obrucheva-30;osm-230-kadetskaya-shkola-internat-69;osm-230-kadetskaya-shkola-internat-69-1;27;2021
obrucheva-30;osm-231-shkola-internat-62;osm-231-shkola-internat-62-1;27;2043
obrucheva-30;shkola-1541;shkola-1541-1;29;2141
obydenskiy-1;shkola-1529-imeni-a-s-griboedova;shkola-1529-imeni-a-s-griboedova-4;2;167
