school_id;school;in_nota_base;type;tier;building;lat;lon;source;osm_id
litsey-vtoraya-shkola-im-v-f-ovchinnikova;Лицей «Вторая школа» им. В.Ф. Овчинникова;да;Городская;Отметка;"Лицей ""Вторая Школа""";55.697813;37.556363;OpenStreetMap, корпус;w30414756
pyatdesyat-sedmaya-shkola;Пятьдесят седьмая школа;да;Городская;Отметка;Школа № 57 (здание № 2);55.730092;37.580814;OpenStreetMap, корпус;r5359641
pyatdesyat-sedmaya-shkola;Пятьдесят седьмая школа;да;Городская;Отметка;Школа №57 (здание №3);55.720603;37.569042;OpenStreetMap, корпус;r6758026
pyatdesyat-sedmaya-shkola;Пятьдесят седьмая школа;да;Городская;Отметка;Школа №57 (здание №1);55.748759;37.604957;OpenStreetMap, корпус;r14573448
shkola-179;Школа № 179;да;Городская;Отметка;Школа № 179;55.759661;37.614815;OpenStreetMap, корпус;r8675635
shkola-1535;Школа № 1535;да;Городская;Отметка;Лицей № 1535;55.726049;37.565101;OpenStreetMap, корпус;r6728142
shkola-1535;Школа № 1535;да;Городская;Отметка;Лицей № 1535;55.731105;37.562031;OpenStreetMap, корпус;r7717004
shkola-tsentra-pedagogicheskogo-masterstva-tspm;Школа Центра педагогического мастерства (ЦПМ);да;Частная;Отметка;Центр педагогического мастерства;55.789925;37.621276;OpenStreetMap, корпус;r1249599
shkola-tsentra-pedagogicheskogo-masterstva-tspm;Школа Центра педагогического мастерства (ЦПМ);да;Частная;Отметка;Школа ЦПМ;55.753771;37.653585;OpenStreetMap, корпус;n13265226937
shkola-2007-fmsh;Школа № 2007 ФМШ;да;Городская;Отметка;адрес: ул. Горчакова, д. 9, корп. 1;55.544750;37.532770;адрес из базы;
litsey-niu-vshe;Лицей НИУ ВШЭ;да;Вузовская;Отметка;Лицей НИУ ВШЭ;55.769738;37.618784;OpenStreetMap, корпус;r7612096
litsey-niu-vshe;Лицей НИУ ВШЭ;да;Вузовская;Отметка;Лицей НИУ ВШЭ;55.763642;37.643923;OpenStreetMap, корпус;r7997756
litsey-niu-vshe;Лицей НИУ ВШЭ;да;Вузовская;Отметка;Лицей НИУ ВШЭ;55.760800;37.651978;OpenStreetMap, корпус;r8796311
litsey-niu-vshe;Лицей НИУ ВШЭ;да;Вузовская;Отметка;Лицей НИУ ВШЭ;55.752370;37.637436;OpenStreetMap, корпус;n6299092036
shkola-letovo;Школа «Летово»;да;Частная;Отметка;адрес: пос. Сосенское, Зимёнковская ул., д. 3;55.557410;37.422280;адрес из базы;
shkola-1568-im-pablo-nerudy;Школа № 1568 им. Пабло Неруды;да;Городская;Отметка;Лицей №1568;55.874535;37.642876;OpenStreetMap, корпус;w42528898
shkola-1568-im-pablo-nerudy;Школа № 1568 им. Пабло Неруды;да;Городская;Отметка;Школа № 1568 имени Пабло Неруды, школьное здание № 4;55.874457;37.650439;OpenStreetMap, корпус;w59370210
shkola-1502-energiya;Школа № 1502 «Энергия»;да;Городская;Отметка;Лицей № 1502 при МЭИ Корпус Альфа;55.760382;37.830264;OpenStreetMap, корпус;w196482823
shkola-1502-energiya;Школа № 1502 «Энергия»;да;Городская;Отметка;ГБОУ Школа №1502, Дельта 1;55.769166;37.825389;OpenStreetMap, корпус;w443593271
shkola-1502-energiya;Школа № 1502 «Энергия»;да;Городская;Отметка;ГБОУ Школа №1502, Дельта 2;55.770366;37.828872;OpenStreetMap, корпус;w443593272
sunts-mgu-shkola-internat-im-a-n-kolmogorova;СУНЦ МГУ (школа-интернат им. А.Н. Колмогорова);да;Вузовская;Отметка;Школа-интернат МГУ;55.694575;37.524758;OpenStreetMap, корпус;w256044990
sunts-mgu-shkola-internat-im-a-n-kolmogorova;СУНЦ МГУ (школа-интернат им. А.Н. Колмогорова);да;Вузовская;Отметка;Специализированный учебно-научный центр МГУ;55.719068;37.464820;OpenStreetMap, корпус;r20434099
shkola-1514;Школа № 1514;да;Городская;Отметка;Школа № 1514;55.686332;37.528475;OpenStreetMap, корпус;w29114815
shkola-1514;Школа № 1514;да;Городская;Отметка;Школа №1514;55.665745;37.524900;OpenStreetMap, корпус;w168049902
shkola-1514;Школа № 1514;да;Городская;Отметка;Школа №1514;55.663090;37.524098;OpenStreetMap, корпус;w261158934
shkola-1514;Школа № 1514;да;Городская;Отметка;Школа №1514;55.663497;37.524845;OpenStreetMap, корпус;w261158935
shkola-1514;Школа № 1514;да;Городская;Отметка;Пристройка к гимназии №1514;55.685051;37.526184;OpenStreetMap, корпус;w310110887
shkola-1514;Школа № 1514;да;Городская;Отметка;Школа № 1514;55.686551;37.529414;OpenStreetMap, корпус;w386779191
baumanskaya-inzhenernaya-shkola-1580;Бауманская инженерная школа № 1580;да;Городская;Отметка;Лицей №1580;55.642687;37.612678;OpenStreetMap, корпус;w157210046
baumanskaya-inzhenernaya-shkola-1580;Бауманская инженерная школа № 1580;да;Городская;Отметка;Лицей №1580;55.641613;37.612625;OpenStreetMap, корпус;w183948096
shkola-444;Школа № 444;да;Городская;Отметка;Школа №444;55.791463;37.796468;OpenStreetMap, корпус;w50072669
shkola-444;Школа № 444;да;Городская;Отметка;Средняя Общеобразовательная Школа №444;55.790682;37.796477;OpenStreetMap, корпус;w204059721
shkola-444;Школа № 444;да;Городская;Отметка;Школа № 444. Начальная школа;55.790124;37.792617;OpenStreetMap, корпус;r18244733
litsey-vorobevy-gory;Лицей «Воробьёвы горы»;да;Городская;Отметка;"Лицей №1525 ""Воробьевы горы""";55.702996;37.554402;OpenStreetMap, корпус;n1373776071
litsey-vorobevy-gory;Лицей «Воробьёвы горы»;да;Городская;Отметка;адрес: Донская ул., д. 37;55.718820;37.605180;адрес из базы;
litsey-finansovogo-universiteta;Лицей Финансового университета;да;Вузовская;Отметка;адрес: Ленинградский пр-т, д. 51, корп. 4;55.800845;37.526908;адрес из базы;
shkola-1543;Школа № 1543;да;Городская;Отметка;Гимназия №1543. Корпус 1;55.656031;37.486605;OpenStreetMap, корпус;r13270932
shkola-1543;Школа № 1543;да;Городская;Отметка;Гимназия №1543. Корпус 2;55.655302;37.485990;OpenStreetMap, корпус;r13270933
shkola-na-yugo-vostoke-im-v-i-chuykova;Школа на Юго-Востоке им. В.И. Чуйкова;да;Городская;Отметка;Технорама на Юго-Востоке;55.714662;37.780249;OpenStreetMap, корпус;w301225747
shkola-na-yugo-vostoke-im-v-i-chuykova;Школа на Юго-Востоке им. В.И. Чуйкова;да;Городская;Отметка;ГБОУ школа на Юго-Востоке имени Маршала В.И. Чуйкова;55.696921;37.772455;OpenStreetMap, корпус;r12921870
shkola-na-yugo-vostoke-im-v-i-chuykova;Школа на Юго-Востоке им. В.И. Чуйкова;да;Городская;Отметка;Школа на Юго-Востоке имени Маршала В.И. Чуйкова;55.711848;37.766807;OpenStreetMap, корпус;r13492626
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа корпус ""Факультет""";55.797343;37.488420;OpenStreetMap, корпус;w94528469
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа корпус ""Интеграция""";55.790011;37.477838;OpenStreetMap, корпус;w114421948
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа корпус ""Маршал""";55.791784;37.498575;OpenStreetMap, корпус;r7637088
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа корпус ""Вектор""";55.795005;37.486390;OpenStreetMap, корпус;r11181083
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа корпус ""5-й элемент""";55.805595;37.482290;OpenStreetMap, корпус;r10981165
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа. Корпус ""Берег""";55.829677;37.401316;OpenStreetMap, корпус;w1554538565
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;"Курчатовская школа ""Школа-интернат №101 (для слабослышащих)""";55.787895;37.450252;OpenStreetMap, корпус;w305671071
kurchatovskaya-shkola;Курчатовская школа;да;Городская;Отметка;адрес: ул. Маршала Василевского, д. 7, корп. 1;55.804550;37.471210;адрес из базы;
universitetskaya-gimnaziya-mgu-imeni-m-v-lomonosova;Университетская гимназия МГУ имени М.В. Ломоносова;да;Вузовская;Отметка;адрес: Ломоносовский пр-т, д. 27, корп. 7;55.694770;37.524620;адрес из базы;
shkola-548-tsaritsyno;Школа № 548 «Царицыно»;да;Городская;Отметка;Центр образования №548 Царицыно;55.602056;37.716978;OpenStreetMap, корпус;w35379957
shkola-548-tsaritsyno;Школа № 548 «Царицыно»;да;Городская;Отметка;ГАОУ г. Москвы Школа № 548 Царицыно;55.582552;37.738207;OpenStreetMap, корпус;w432995141
shkola-548-tsaritsyno;Школа № 548 «Царицыно»;да;Городская;Отметка;Центр образования № 548;55.623688;37.701897;OpenStreetMap, корпус;w709568859
shkola-548-tsaritsyno;Школа № 548 «Царицыно»;да;Городская;Отметка;Центр образования № 548;55.602825;37.737805;OpenStreetMap, корпус;r11086461
shkola-1518;Школа № 1518;да;Городская;Отметка;Гимназия №1518;55.816670;37.629205;OpenStreetMap, корпус;w302731046
shkola-1518;Школа № 1518;да;Городская;Отметка;Школа № 1518;55.803630;37.634736;OpenStreetMap, корпус;w399584298
klassicheskiy-pansion-mgu;Классический пансион МГУ;да;Частная;Отметка;Классический пансион МГУ им. М.В. Ломоносова;55.716157;37.435562;OpenStreetMap, корпус;n694089524
klassicheskiy-pansion-mgu;Классический пансион МГУ;да;Частная;Отметка;адрес: ул. Лобачевского, д. 118, корп. 3;55.694150;37.471610;адрес из базы;
preduniversitariy-mifi;Предуниверситарий МИФИ;да;Вузовская;Отметка;адрес: Каширское ш., д. 31;55.650450;37.665800;адрес из базы;
lomonosovskaya-shkola;Ломоносовская школа;да;Частная;Отметка;Ломоносовская школа;55.714443;37.455973;OpenStreetMap, корпус;w306467403
lomonosovskaya-shkola;Ломоносовская школа;да;Частная;Отметка;Ломоносовская школа;55.713452;37.456390;OpenStreetMap, корпус;w306467404
lomonosovskaya-shkola;Ломоносовская школа;да;Частная;Отметка;Ломоносовская школа;55.717908;37.421140;OpenStreetMap, корпус;n1976909712
shkola-intellektual;Школа «Интеллектуал»;да;Городская;Отметка;"Школа-интернат ""Интеллектуал""";55.718099;37.464512;OpenStreetMap, корпус;r20434098
shkola-2070-im-g-a-vartanyana;Школа № 2070 им. Г.А. Вартаняна;да;Городская;Отметка;Школа 2070;55.572089;37.480566;OpenStreetMap, корпус;w111461814
shkola-2070-im-g-a-vartanyana;Школа № 2070 им. Г.А. Вартаняна;да;Городская;Отметка;Школа № 2070. Образовательная площадка «Новая звезда»;55.578870;37.476268;OpenStreetMap, корпус;w870396026
shkola-2070-im-g-a-vartanyana;Школа № 2070 им. Г.А. Вартаняна;да;Городская;Отметка;Школа № 2070, Липовый парк;55.567871;37.493821;OpenStreetMap, корпус;r15660553
shkola-1547;Школа № 1547;да;Городская;Отметка;Лицей № 1547;55.662470;37.776476;OpenStreetMap, корпус;w311745513
shkola-1547;Школа № 1547;да;Городская;Отметка;Школа № 1547;55.663858;37.767327;OpenStreetMap, корпус;w460245030
shkola-1252-im-servantesa;Школа № 1252 им. Сервантеса;да;Городская;Отметка;Школа № 1252 имени Сервантеса;55.810225;37.496401;OpenStreetMap, корпус;r6376832
shkola-1252-im-servantesa;Школа № 1252 им. Сервантеса;да;Городская;Отметка;Школа № 1252 имени Сервантеса. Старшая школа;55.804537;37.507081;OpenStreetMap, корпус;w847793509
shkola-1253;Школа № 1253;да;Городская;Отметка;Школа №1253 (начальные классы);55.732591;37.590941;OpenStreetMap, корпус;w366295826
shkola-1253;Школа № 1253;да;Городская;Отметка;Школа №1253;55.734600;37.592251;OpenStreetMap, корпус;r5513696
shkola-1329;Школа № 1329;да;Городская;Отметка;Школа № 1329. Учебный корпус № 2;55.673498;37.473166;OpenStreetMap, корпус;w336472571
shkola-1329;Школа № 1329;да;Городская;Отметка;Школа № 1329;55.668972;37.465053;OpenStreetMap, корпус;r6886515
shkola-2123-im-migelya-ernandesa;Школа № 2123 им. Мигеля Эрнандеса;да;Городская;Отметка;"Школа № 2123 имени Мигеля Эрнандеса. Корпус ""Стодесятая""";55.756871;37.594938;OpenStreetMap, корпус;r8791878
shkola-2036;Школа № 2036;да;Городская;Отметка;Школа № 2036;55.703588;37.864412;OpenStreetMap, корпус;w277946379
shkola-2036;Школа № 2036;да;Городская;Отметка;адрес: ул. Татьяны Макаровой, д. 2;55.710220;37.887210;адрес из базы;
shkola-1533-lit;Школа № 1533 «ЛИТ»;да;Городская;Отметка;Лицей № 1533;55.680628;37.561926;OpenStreetMap, корпус;w51684041
shkola-1533-lit;Школа № 1533 «ЛИТ»;да;Городская;Отметка;Лицей №1533;55.692275;37.543878;OpenStreetMap, корпус;w112390800
shkola-218;Школа № 218;да;Городская;Отметка;Школа №218;55.808626;37.560894;OpenStreetMap, корпус;w76212064
shkola-218;Школа № 218;да;Городская;Отметка;Центр образования № 218;55.812179;37.575016;OpenStreetMap, корпус;w76345960
akademicheskaya-shkola-1534;Академическая школа № 1534;да;Городская;Отметка;Гимназия №1534 Школьное отделение №3;55.678178;37.568496;OpenStreetMap, корпус;w28749223
akademicheskaya-shkola-1534;Академическая школа № 1534;да;Городская;Отметка;Гимназия №1534 Школьное отделение №2;55.682242;37.570776;OpenStreetMap, корпус;w96447491
akademicheskaya-shkola-1534;Академическая школа № 1534;да;Городская;Отметка;ГБОУ Гимназия № 1534;55.685200;37.574266;OpenStreetMap, корпус;w96455034
akademicheskaya-shkola-1534;Академическая школа № 1534;да;Городская;Отметка;Гимназия №1534 Школьное отделение №4;55.687708;37.581259;OpenStreetMap, корпус;w326986435
shkola-1575;Школа № 1575;да;Городская;Отметка;Лицей №1575;55.801355;37.546727;OpenStreetMap, корпус;w350090313
shkola-1575;Школа № 1575;да;Городская;Отметка;Лицей №1575;55.804970;37.532010;OpenStreetMap, корпус;r5713479
chastnaya-shkola-zolotoe-sechenie;Частная школа «Золотое сечение»;да;Частная;Отметка;Школа «Золотое сечение»;55.738597;37.577320;OpenStreetMap, корпус;r6116666
chastnaya-shkola-zolotoe-sechenie;Частная школа «Золотое сечение»;да;Частная;Отметка;"адрес: Ленинский пр-т, д. 13А (5–11 кл.); Комсомольский пр-т, д. 45 (начальная)";55.721990;37.603580;адрес из базы;
shkola-1501;Школа № 1501;да;Городская;Отметка;Школа №1501;55.779634;37.614126;OpenStreetMap, корпус;r7268814
shkola-1501;Школа № 1501;да;Городская;Отметка;Школа № 1501. Многопрофильные классы на Тихвинской;55.791686;37.598302;OpenStreetMap, корпус;r14977370
shkola-1501;Школа № 1501;да;Городская;Отметка;Школа № 1501. Инженерные и ИТ-классы;55.787747;37.595739;OpenStreetMap, корпус;r15968755
shkola-1501;Школа № 1501;да;Городская;Отметка;Школа № 1501. Лингвистические классы;55.783831;37.601980;OpenStreetMap, корпус;r7895065
shkola-171;Школа № 171;да;Городская;Отметка;Школа №171;55.722306;37.579608;OpenStreetMap, корпус;w30433167
shkola-171;Школа № 171;да;Городская;Отметка;Школа № 171 Школьное отделение № 2;55.719277;37.574890;OpenStreetMap, корпус;r2183431
shkola-2086;Школа № 2086;да;Городская;Отметка;Начальная школа №2086;55.691722;37.544843;OpenStreetMap, корпус;w112390793
shkola-2086;Школа № 2086;да;Городская;Отметка;адрес: Университетский пр-т, д. 5;55.695790;37.551500;адрес из базы;
shkola-2107;Школа № 2107;да;Городская;Отметка;Школа № 2107. Школа им. Ромена Роллана;55.785489;37.632172;OpenStreetMap, корпус;r6505044
shkola-2107;Школа № 2107;да;Городская;Отметка;"Школа № 2107. Здание школы ""Школа им. В. М. Комарова""";55.787541;37.630192;OpenStreetMap, корпус;r11909217
shkola-2107;Школа № 2107;да;Городская;Отметка;Школа № 2107. Физико-математическая школа;55.782174;37.635059;OpenStreetMap, корпус;r13188995
shkola-2107;Школа № 2107;да;Городская;Отметка;Школа № 2107. Школа на Гиляровского;55.777727;37.630012;OpenStreetMap, корпус;r17940119
shkola-2107;Школа № 2107;да;Городская;Отметка;"Школа № 2107. Здание ""На Мещанской""";55.776940;37.627440;OpenStreetMap, корпус;r4729216
shkola-1409;Школа № 1409;да;Городская;Отметка;Центр образования №1409;55.783833;37.531404;OpenStreetMap, корпус;r2880892
shkola-1409;Школа № 1409;да;Городская;Отметка;Школа №1409;55.788574;37.544709;OpenStreetMap, корпус;r6909136
shkola-1589;Школа № 1589;да;Городская;Отметка;адрес: Инициативная ул., д. 1;55.716520;37.460830;адрес из базы;
shkola-1504;Школа № 1504;да;Городская;Отметка;Школа №1504 (школьный корпус №2);55.757015;37.837651;OpenStreetMap, корпус;w102415504
shkola-1504;Школа № 1504;да;Городская;Отметка;Школа №1504;55.763326;37.837815;OpenStreetMap, корпус;w167617492
oblastnaya-gimnaziya-im-e-m-primakova;Областная гимназия им. Е.М. Примакова;да;Частная;Отметка;Гимназия им. Е. М. Примакова;55.755585;37.316844;OpenStreetMap, корпус;r15477224
shkola-1517;Школа № 1517;да;Городская;Отметка;Гимназия №1517;55.785969;37.458064;OpenStreetMap, корпус;w103244527
shkola-1517;Школа № 1517;да;Городская;Отметка;Гимназия №1517;55.780257;37.457163;OpenStreetMap, корпус;r1656086
shkola-1517;Школа № 1517;да;Городская;Отметка;Гимназия №1517;55.775007;37.462912;OpenStreetMap, корпус;r6533359
shkola-1517;Школа № 1517;да;Городская;Отметка;Гимназия №1517;55.784916;37.452830;OpenStreetMap, корпус;w643329688
shkola-1541;Школа № 1541;да;Городская;Отметка;Школа № 1541. Корпус школьного образования;55.667293;37.508882;OpenStreetMap, корпус;w221106410
shkola-1541;Школа № 1541;да;Городская;Отметка;Школа № 1541. Корпус школьного образования;55.672231;37.511426;OpenStreetMap, корпус;r18610235
shkola-1541;Школа № 1541;да;Городская;Отметка;Школа № 1541. Корпус школьного образования;55.672752;37.504163;OpenStreetMap, корпус;r19080774
inzhenernaya-shkola-1581;Инженерная школа № 1581;да;Городская;На заметку;Инженерная школа № 1581. Корпус 2;55.768559;37.655008;OpenStreetMap, корпус;r7435037
inzhenernaya-shkola-1581;Инженерная школа № 1581;да;Городская;На заметку;Лицей №1581;55.752927;37.663020;OpenStreetMap, корпус;w248885411
inzhenernaya-shkola-1581;Инженерная школа № 1581;да;Городская;На заметку;Лицей № 1581 имени Ивана Бунина;55.778880;37.695539;OpenStreetMap, корпус;r14097751
shkola-1363;Школа № 1363;да;Городская;На заметку;Школа №1363 (учебный корпус №10);55.697861;37.820349;OpenStreetMap, корпус;w29388384
shkola-1363;Школа № 1363;да;Городская;На заметку;Школа №1363 (учебный корпус №11);55.697446;37.818721;OpenStreetMap, корпус;w29388385
shkola-1363;Школа № 1363;да;Городская;На заметку;ГБОУ школа № 1363, корпус № 1;55.707774;37.824194;OpenStreetMap, корпус;r358784
shkola-1363;Школа № 1363;да;Городская;На заметку;ГБОУ школа № 1363, корпус 2;55.706617;37.823545;OpenStreetMap, корпус;w45850376
shkola-1363;Школа № 1363;да;Городская;На заметку;Школа №1363 (учебный корпус 8);55.695135;37.823084;OpenStreetMap, корпус;w318866392
shkola-1363;Школа № 1363;да;Городская;На заметку;Школа №1363 (учебный корпус 9);55.699989;37.813717;OpenStreetMap, корпус;w1553202903
shkola-1363;Школа № 1363;да;Городская;На заметку;Школа №1363;55.711884;37.805532;OpenStreetMap, корпус;r13851281
shkola-1980;Школа № 1980;да;Городская;На заметку;примерно: здание по номеру;55.534570;37.532780;примерно: здание по номеру;
horoshevskaya-shkola-horoshkola;Хорошевская школа (Хорошкола);да;Частная;На заметку;"адрес: ул. Народного Ополчения, д. 7А и 9А; ул. Маршала Тухачевского, д. 45, кор";55.770750;37.470700;адрес из базы;
shkola-1557-im-p-l-kapitsy;Школа № 1557 им. П.Л. Капицы;да;Городская;На заметку;примерно: здание по номеру;55.992920;37.217490;примерно: здание по номеру;
akademicheskaya-gimnaziya;Академическая гимназия;да;Частная;На заметку;"адрес: кампусы в Москве; Химки, мкр. Новогорск, Олимпийская ул., д. 15";55.903350;37.359360;адрес из базы;
pavlovskaya-gimnaziya;Павловская гимназия;да;Частная;На заметку;Павловская гимназия;55.801176;37.123559;OpenStreetMap, корпус;r2743167
shkola-nika;Школа «НИКА»;да;Частная;На заметку;"Школа ""Ника""";55.654489;37.595164;OpenStreetMap, корпус;w127868208
shkola-nika;Школа «НИКА»;да;Частная;На заметку;"Школа ""Ника""";55.656604;37.566803;OpenStreetMap, корпус;w467769169
shkola-1558-im-rosalii-de-kastro;Школа № 1558 им. Росалии де Кастро;да;Городская;На заметку;ГБОУ школа № 1558 имени Росалии де Кастро;55.867855;37.660126;OpenStreetMap, корпус;r2432228
shkola-1558-im-rosalii-de-kastro;Школа № 1558 им. Росалии де Кастро;да;Городская;На заметку;Гимназия №1558;55.868550;37.653385;OpenStreetMap, корпус;w532936533
shkola-2083;Школа № 2083;да;Городская;На заметку;примерно: здание по номеру;55.493040;37.502450;примерно: здание по номеру;
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал"". Здание на Б. Трехсвятительском";55.755006;37.646040;OpenStreetMap, корпус;w45778892
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал"". Здание на Б. Казенном";55.760631;37.655541;OpenStreetMap, корпус;r7092147
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал"". Здание на Покровке";55.758574;37.644524;OpenStreetMap, корпус;r7621468
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал""";55.772813;37.835508;OpenStreetMap, корпус;w568709892
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал"". Здание на Лялином";55.758913;37.651661;OpenStreetMap, корпус;r8712975
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал""";55.763372;37.648759;OpenStreetMap, корпус;r9830040
shkola-pokrovskiy-kvartal;Школа «Покровский квартал»;да;Городская;На заметку;"Школа ""Покровский квартал"". Здание на Земляном валу";55.753982;37.655494;OpenStreetMap, корпус;r8775881
shkola-192;Школа № 192;да;Городская;На заметку;Школа № 192;55.706695;37.574898;OpenStreetMap, корпус;w143142432
shkola-625;Школа № 625;да;Городская;На заметку;Гимназия №625;55.692230;37.592852;OpenStreetMap, корпус;w194309723
shkola-625;Школа № 625;да;Городская;На заметку;Школа № 625. Начальная и средняя школа;55.689474;37.588873;OpenStreetMap, корпус;w1122007526
shkola-algoritm;Школа «Алгоритм»;да;Частная;На заметку;адрес: Милютинский пер. + филиалы;55.764780;37.633320;адрес из базы;
shkola-67;Школа № 67;да;Городская;На заметку;Школа № 67. Отделение общего образования;55.734421;37.521376;OpenStreetMap, корпус;r9628854
shkola-67;Школа № 67;да;Городская;На заметку;"ГБОУ ""Школа № 67"", отделение общего образования";55.738590;37.518350;OpenStreetMap, корпус;w112165344
shkola-67;Школа № 67;да;Городская;На заметку;Школа № 67;55.741519;37.523150;OpenStreetMap, корпус;r8304326
shkola-67;Школа № 67;да;Городская;На заметку;Школа № 67. Подразделение № 2;55.736852;37.528250;OpenStreetMap, корпус;r14336312
shkola-67;Школа № 67;да;Городская;На заметку;адрес: Кутузовский пр-т, д. 10, стр. 1;55.748670;37.558750;адрес из базы;
shkola-1529-imeni-a-s-griboedova;Школа № 1529 имени А.С. Грибоедова;да;Городская;На заметку;Школа № 1529 имени А. С. Грибоедова. Здание № 2;55.745091;37.592573;OpenStreetMap, корпус;r7891536
shkola-1529-imeni-a-s-griboedova;Школа № 1529 имени А.С. Грибоедова;да;Городская;На заметку;Школа № 1529 имени А. С. Грибоедова. Здание № 3;55.735585;37.597957;OpenStreetMap, корпус;r14374917
shkola-1529-imeni-a-s-griboedova;Школа № 1529 имени А.С. Грибоедова;да;Городская;На заметку;Школа № 1529 имени А. С. Грибоедова. Здание № 4;55.746986;37.595800;OpenStreetMap, корпус;r7891541
shkola-1529-imeni-a-s-griboedova;Школа № 1529 имени А.С. Грибоедова;да;Городская;На заметку;Школа № 1529 имени А. С. Грибоедова. Здание № 5;55.741479;37.603512;OpenStreetMap, корпус;r18096256
shuvalovskaya-shkola-1448;Шуваловская школа № 1448;да;Городская;На заметку;Шуваловская школа № 1448. Корпус «Мосфильмовский»;55.720824;37.511690;OpenStreetMap, корпус;r12980861
shuvalovskaya-shkola-1448;Шуваловская школа № 1448;да;Городская;На заметку;Шуваловская школа № 1448. Основной корпус «Шуваловский»;55.702537;37.512601;OpenStreetMap, корпус;r12980879
shkola-152;Школа № 152;да;Городская;На заметку;Школа №152;55.795925;37.545215;OpenStreetMap, корпус;w350105151
shkola-152;Школа № 152;да;Городская;На заметку;Школа №152;55.800753;37.535206;OpenStreetMap, корпус;r15001788
shkola-152;Школа № 152;да;Городская;На заметку;адрес из базы;55.803100;37.530960;адрес из базы;
shkola-2098-im-l-m-dovatora;Школа № 2098 им. Л.М. Доватора;да;Городская;На заметку;Школа №2098 корпус 5;55.878799;37.510428;OpenStreetMap, корпус;r14333603
shkola-2098-im-l-m-dovatora;Школа № 2098 им. Л.М. Доватора;да;Городская;На заметку;Школа № 2098 им. Героя Советского Союза Л.М. Доватора;55.878849;37.514223;OpenStreetMap, корпус;w146767851
mezhdunarodnaya-shkola-integratsiya-xxi-vek;Международная школа «Интеграция XXI век»;да;Частная;На заметку;Школа «Интеграция XXI век»;55.806675;37.403609;OpenStreetMap, корпус;w285868303
mezhdunarodnaya-shkola-integratsiya-xxi-vek;Международная школа «Интеграция XXI век»;да;Частная;На заметку;начальная школа «Интеграция XXI век»;55.800971;37.489783;OpenStreetMap, корпус;w1180159484
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474, подразделение 3;55.869456;37.492588;OpenStreetMap, корпус;w28706464
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474, подразделение 1;55.870012;37.491721;OpenStreetMap, корпус;w88900137
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474, подразделение 12;55.870717;37.493262;OpenStreetMap, корпус;w93476938
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474;55.865939;37.500842;OpenStreetMap, корпус;w361627098
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474. Подразделение 2;55.873442;37.488989;OpenStreetMap, корпус;w558782674
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа №1474;55.870754;37.491199;OpenStreetMap, корпус;r14358472
shkola-1474;Школа № 1474;да;Городская;На заметку;Школа № 1474. Подразделение 4;55.872222;37.490066;OpenStreetMap, корпус;r14331375
shkola-2026;Школа № 2026;да;Городская;На заметку;примерно: здание по номеру;55.717820;37.884050;примерно: здание по номеру;
shkola-1317;Школа № 1317;да;Городская;На заметку;Школа № 1317. Начальное отделение;55.671367;37.470588;OpenStreetMap, корпус;r15922272
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №1;55.659830;37.763506;OpenStreetMap, корпус;w27596880
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №2;55.660014;37.764957;OpenStreetMap, корпус;w27596884
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №8;55.656960;37.756070;OpenStreetMap, корпус;w51676908
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №7;55.656562;37.755019;OpenStreetMap, корпус;w51676909
