school_id;school;in_nota_base;type;tier;building;lat;lon;source;osm_id
shkola-im-artema-borovika;Школа им. Артёма Боровика;да;Городская;;Гимназия №1562 им. Артема Боровика;55.665391;37.750824;OpenStreetMap, корпус;w129357954
shkola-1000;Школа № 1000;да;Городская;;Школа № 1000. Корпус школьного образования «Татьянин Парк»;55.654749;37.428495;OpenStreetMap, корпус;r15634133
shkola-1000;Школа № 1000;да;Городская;;Школа №1000;55.657860;37.390697;OpenStreetMap, корпус;w260726337
shkola-1150-im-k-k-rokossovskogo;Школа № 1150 им. К.К. Рокоссовского;да;Городская;;адрес из базы;55.975140;37.153490;адрес из базы;
shkola-1195-im-p-i-merenkova;Школа № 1195 им. П.И. Меренкова;да;Городская;;ГБОУ Школа №1195;55.717034;37.419666;OpenStreetMap, корпус;w300230931
shkola-1195-im-p-i-merenkova;Школа № 1195 им. П.И. Меренкова;да;Городская;;ГБОУ Школа №1195;55.716505;37.416842;OpenStreetMap, корпус;r3993017
shkola-1208-im-m-s-shumilova;Школа № 1208 им. М.С. Шумилова;да;Городская;Лучшая в районе;Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 3;55.708512;37.776205;OpenStreetMap, корпус;r11187073
shkola-1208-im-m-s-shumilova;Школа № 1208 им. М.С. Шумилова;да;Городская;Лучшая в районе;Школа №1208 им. Героя Советского Союза М.С. Шумилова;55.698775;37.784896;OpenStreetMap, корпус;w645707237
shkola-1208-im-m-s-shumilova;Школа № 1208 им. М.С. Шумилова;да;Городская;Лучшая в районе;Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 1;55.707759;37.771235;OpenStreetMap, корпус;n1599296100
shkola-1208-im-m-s-shumilova;Школа № 1208 им. М.С. Шумилова;да;Городская;Лучшая в районе;Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 4;55.707191;37.771041;OpenStreetMap, корпус;n3139685557
shkola-1286;Школа № 1286;да;Городская;;Школа №1286 корпус №106;55.855470;37.430190;OpenStreetMap, корпус;w113778878
shkola-1286;Школа № 1286;да;Городская;;Школа №1286 корпус №680;55.852795;37.430131;OpenStreetMap, корпус;r14305173
shkola-1286;Школа № 1286;да;Городская;;Школа №1286. Корпус №173;55.854578;37.423847;OpenStreetMap, корпус;r14352280
shkola-1286;Школа № 1286;да;Городская;;Школа № 1286;55.857112;37.425878;OpenStreetMap, корпус;w113778879
shkola-1353-im-d-f-alekseeva;Школа № 1353 им. Д.Ф. Алексеева;да;Городская;Лучшая в районе;адрес из базы;55.993080;37.193010;адрес из базы;
shkola-1371-krylatskoe;Школа № 1371 «Крылатское»;да;Городская;;Школа №1371 «Крылатское»;55.760428;37.404484;OpenStreetMap, корпус;r15000688
shkola-1371-krylatskoe;Школа № 1371 «Крылатское»;да;Городская;;"Школа № 1371 ""Крылатское""";55.762728;37.413124;OpenStreetMap, корпус;r14372267
shkola-1391;Школа № 1391;да;Городская;Лучшая в районе;примерно: здание по номеру;55.534260;37.164230;примерно: здание по номеру;
shkola-1411;Школа № 1411;да;Городская;;Школа №1411 (СП-761);55.868656;37.596024;OpenStreetMap, корпус;w83686971
shkola-1411;Школа № 1411;да;Городская;;Школа №1411;55.866920;37.600749;OpenStreetMap, корпус;w386178150
shkola-1512-im-alii-moldagulovoy;Школа № 1512 им. Алии Молдагуловой;да;Городская;Лучшая в районе;Гимназия №1512;55.718542;37.830331;OpenStreetMap, корпус;w56759689
shkola-1552;Школа № 1552;да;Городская;;Школа № 1552, здание №2;55.624908;37.744903;OpenStreetMap, корпус;w112610217
shkola-1552;Школа № 1552;да;Городская;;Школа № 1552, здание №1;55.619745;37.747021;OpenStreetMap, корпус;w140042487
shkola-1552;Школа № 1552;да;Городская;;Школа № 1552, здание №3;55.617846;37.746911;OpenStreetMap, корпус;w140042489
shkola-1552;Школа № 1552;да;Городская;;Школа № 1552, здание №4;55.616941;37.747276;OpenStreetMap, корпус;w140042493
shkola-1554;Школа № 1554;да;Городская;;Школа № 1554. Школьное отделение 1/2;55.865942;37.611724;OpenStreetMap, корпус;w661148271
shkola-1554;Школа № 1554;да;Городская;;Школа № 1554. Школьное отделение 2;55.865550;37.609745;OpenStreetMap, корпус;w709231669
shkola-1554;Школа № 1554;да;Городская;;Школа №1554 ШО4;55.865280;37.619560;OpenStreetMap, корпус;r9866094
shkola-1554;Школа № 1554;да;Городская;;Гимназия №1554;55.864528;37.623498;OpenStreetMap, корпус;w709647798
shkola-1554;Школа № 1554;да;Городская;;Школа № 1554. Школьное отделение 1;55.864552;37.613245;OpenStreetMap, корпус;r20798419
shkola-1561;Школа № 1561;да;Городская;Лучшая в районе;Школа №1561, корпус 2;55.599695;37.542412;OpenStreetMap, корпус;w154430931
shkola-1561;Школа № 1561;да;Городская;Лучшая в районе;Школа № 1561. Корпус №3;55.600202;37.533660;OpenStreetMap, корпус;w329535556
shkola-1561;Школа № 1561;да;Городская;Лучшая в районе;Школа № 1561. Корпус №1;55.600703;37.537433;OpenStreetMap, корпус;w329630118
shkola-1561;Школа № 1561;да;Городская;Лучшая в районе;Школа № 1561. Начальная школа - корпус №10;55.603115;37.538256;OpenStreetMap, корпус;w332446076
shkola-1561;Школа № 1561;да;Городская;Лучшая в районе;Школа №1561, начальная школа, корпус 4;55.602017;37.543947;OpenStreetMap, корпус;w966227926
shkola-1569-sozvezdie;Школа № 1569 «Созвездие»;да;Городская;Лучшая в районе;"Гимназия № 1569 ""Созвездие""";55.623704;37.747849;OpenStreetMap, корпус;w112610214
shkola-1569-sozvezdie;Школа № 1569 «Созвездие»;да;Городская;Лучшая в районе;Школа № 1569 «Созвездие»;55.617336;37.739250;OpenStreetMap, корпус;w182027507
shkola-1584;Школа № 1584;да;Городская;;Прогимназия №1584;55.744979;37.430166;OpenStreetMap, корпус;w38864911
shkola-1584;Школа № 1584;да;Городская;;Гимназия № 1584;55.745333;37.429332;OpenStreetMap, корпус;r1352888
shkola-1747-im-d-m-rumyantseva;Школа № 1747 им. Д.М. Румянцева;да;Городская;;Школа № 1747;55.848933;37.345072;OpenStreetMap, корпус;w341455001
shkola-1747-im-d-m-rumyantseva;Школа № 1747 им. Д.М. Румянцева;да;Городская;;Школа № 1747;55.846161;37.351194;OpenStreetMap, корпус;r9324740
shkola-1788;Школа № 1788;да;Городская;;Гимназия №1788. Отделение №10;55.634648;37.326097;OpenStreetMap, корпус;w489617035
shkola-1788;Школа № 1788;да;Городская;;адрес из базы;55.639280;37.314150;адрес из базы;
shkola-1883-butovo;Школа № 1883 «Бутово»;да;Городская;;примерно: здание по номеру;55.549710;37.547240;примерно: здание по номеру;
shkola-2033;Школа № 2033;да;Городская;;Школа №2033;55.808015;37.779568;OpenStreetMap, корпус;w185254552
shkola-2033;Школа № 2033;да;Городская;;Школа №2033;55.803403;37.777006;OpenStreetMap, корпус;r6728835
shkola-2033;Школа № 2033;да;Городская;;Школа №2033;55.806148;37.786666;OpenStreetMap, корпус;w207161871
shkola-2033;Школа № 2033;да;Городская;;Школа №2033 (средняя и старшая школа);55.807629;37.810425;OpenStreetMap, корпус;w435300297
shkola-2033;Школа № 2033;да;Городская;;Школа №2033 (начальная школа);55.805834;37.810407;OpenStreetMap, корпус;w874983433
shkola-641-im-sergeya-esenina;Школа № 641 им. Сергея Есенина;да;Городская;;Школа №641;55.705997;37.742304;OpenStreetMap, корпус;w275801691
shkola-641-im-sergeya-esenina;Школа № 641 им. Сергея Есенина;да;Городская;;Школа №641;55.704220;37.757527;OpenStreetMap, корпус;w1093229206
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Школьный корпус на Зарайской;55.727274;37.778381;OpenStreetMap, корпус;w168992391
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Школьный корпус на Яснополянской;55.723247;37.790370;OpenStreetMap, корпус;w879949379
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Школьный корпус на Маёвок;55.728214;37.769502;OpenStreetMap, корпус;w880735669
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Школьный корпус на Шатурской;55.730105;37.765588;OpenStreetMap, корпус;w881124918
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е. В. Михайлова. Школьный корпус на Михайлова;55.725454;37.768240;OpenStreetMap, корпус;w881231366
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;да;Городская;;Школа № 777 имени Героя Советского Союза Е.В. Михайлова. Школьный корпус Рязанский;55.718673;37.793341;OpenStreetMap, корпус;r12704262
shkola-827;Школа № 827;да;Городская;;Школа № 827;55.852811;37.412578;OpenStreetMap, корпус;w124905643
shkola-827;Школа № 827;да;Городская;;Школа №827;55.854884;37.413468;OpenStreetMap, корпус;w400576732
shkola-947;Школа № 947;да;Городская;Лучшая в районе;Школа №947, Кадетский корпус государственной дипломатической службы им. И.А. Рогачева;55.584091;37.664691;OpenStreetMap, корпус;w122231613
shkola-947;Школа № 947;да;Городская;Лучшая в районе;Школа №947, Старшая профильная школа им. В.И. Вернадского;55.584314;37.673616;OpenStreetMap, корпус;r907686
shkola-947;Школа № 947;да;Городская;Лучшая в районе;Школа №947, Подростковая школа им. М.В. Ломоносова;55.584727;37.675014;OpenStreetMap, корпус;r907687
shkola-947;Школа № 947;да;Городская;Лучшая в районе;Школа №947, Начальная школа им. А. Эйнштейна;55.582343;37.677807;OpenStreetMap, корпус;w107547889
shkola-947;Школа № 947;да;Городская;Лучшая в районе;Школа №947, Начальная школа им Л. да Винчи;55.587898;37.667301;OpenStreetMap, корпус;w711279700
shkola-1539;Школа № 1539;да;Городская;;Гимназия №1539;55.810550;37.641841;OpenStreetMap, корпус;w92139340
shkola-887;Школа № 887;да;Городская;;Школа № 887. Учебный корпус № 3;55.736939;37.427537;OpenStreetMap, корпус;w114331077
shkola-887;Школа № 887;да;Городская;;Школа № 887. Учебный корпус № 1;55.732397;37.439454;OpenStreetMap, корпус;w1358633435
shkola-dmitrovskiy;Школа «Дмитровский»;да;Городская;Лучшая в районе;адрес из базы;55.895542;37.538290;адрес из базы;
shkola-stolitsa-kit;Школа «Столица-КИТ»;да;Частная;;Средняя общеобразовательная школа «Столичный - КИТ»;55.717235;37.614682;OpenStreetMap, корпус;w277070499
shkola-1223;Школа № 1223;да;Городская;;Школа №1223;55.838686;37.527234;OpenStreetMap, корпус;w55914705
shkola-1223;Школа № 1223;да;Городская;;Школа №1223;55.844811;37.553448;OpenStreetMap, корпус;r6718174
shkola-1250;Школа № 1250;да;Городская;Лучшая в районе;Школа №1250;55.829330;37.484674;OpenStreetMap, корпус;r11654990
shkola-1080;Школа № 1080;да;Городская;;ГБОУ Школа №1080, Школьное отделение № 5;55.809497;37.720456;OpenStreetMap, корпус;w28859009
shkola-1080;Школа № 1080;да;Городская;;Школа №1080 (школьное отделение №3);55.801691;37.721126;OpenStreetMap, корпус;w51239312
shkola-1080;Школа № 1080;да;Городская;;Школа 1080;55.804100;37.727463;OpenStreetMap, корпус;w51422970
shkola-1520-im-kaptsovyh;Школа № 1520 им. Капцовых;да;Городская;;Гимназия № 1520 им. Капцовых;55.756472;37.602975;OpenStreetMap, корпус;r9897399
shkola-1520-im-kaptsovyh;Школа № 1520 им. Капцовых;да;Городская;;Гимназия №1520 им. Капцовых;55.761057;37.604905;OpenStreetMap, корпус;r21173376
shkola-1636-nika;Школа № 1636 «НИКА»;да;Городская;;Школа №1636 здание 2;55.605668;37.730588;OpenStreetMap, корпус;w37148020
shkola-1636-nika;Школа № 1636 «НИКА»;да;Городская;;Школа №1636, здание 10;55.607791;37.738428;OpenStreetMap, корпус;w104978930
shkola-1636-nika;Школа № 1636 «НИКА»;да;Городская;;Школа №1636, здание 9;55.608543;37.737243;OpenStreetMap, корпус;w104978931
shkola-1636-nika;Школа № 1636 «НИКА»;да;Городская;;Гимназия №1636 НИКА;55.611122;37.729072;OpenStreetMap, корпус;w711388922
shkola-1636-nika;Школа № 1636 «НИКА»;да;Городская;;Школа №1636, здание 17;55.600898;37.731217;OpenStreetMap, корпус;r12110737
shkola-1799;Школа № 1799;да;Городская;;Школа № 1799. Школьный корпус;55.723371;37.605827;OpenStreetMap, корпус;r20160720
shkola-1799;Школа № 1799;да;Городская;;Школа № 1799. Школьный корпус;55.722419;37.608116;OpenStreetMap, корпус;r20314555
shkola-1799;Школа № 1799;да;Городская;;Многопрофильный лицей № 1799. СП «Школа № 19»;55.744172;37.621704;OpenStreetMap, корпус;r7500830
shkola-1799;Школа № 1799;да;Городская;;"Многопрофильный лицей № 1799. СП ""Лицей на Полянке""";55.737004;37.618066;OpenStreetMap, корпус;r7484311
shkola-2065;Школа № 2065;да;Городская;;ГБОУ Школа 2065 корпус 5;55.600815;37.360101;OpenStreetMap, корпус;r9846426
shkola-2065;Школа № 2065;да;Городская;;Школа № 2065;55.603405;37.345785;OpenStreetMap, корпус;w63096402
shkola-2101;Школа № 2101;да;Городская;;Школа № 2101;55.741599;37.477799;OpenStreetMap, корпус;w39958817
shkola-2101;Школа № 2101;да;Городская;;Школа №2101;55.736146;37.462446;OpenStreetMap, корпус;w41088549
shkola-2101;Школа № 2101;да;Городская;;Школа №2101;55.734756;37.480448;OpenStreetMap, корпус;w42170724
shkola-922;Школа № 922;да;Городская;;"Школа №922 (учебный корпус ""Ивановский"")";55.762748;37.826990;OpenStreetMap, корпус;w200141633
shkola-922;Школа № 922;да;Городская;;"Школа №922 (учебный корпус ""Терлецкий"")";55.760055;37.827356;OpenStreetMap, корпус;w582948080
inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;Инженерно-техническая школа им. П.Р. Поповича;да;Городская;;Инженерно-техническая школа им. дважды Героя Советского Союза П.Р. Поповича;55.805706;37.547952;OpenStreetMap, корпус;r7103202
inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;Инженерно-техническая школа им. П.Р. Поповича;да;Городская;;Инженерно-техническая школа имени дважды Героя Советского Союза П. Р. Поповича;55.803869;37.541503;OpenStreetMap, корпус;r10918094
inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;Инженерно-техническая школа им. П.Р. Поповича;да;Городская;;ГБОУ Инженерно-техническая школа имени дважды героя Советского Союза Павла Романовича Поповича;55.809711;37.531481;OpenStreetMap, корпус;r12380317
pervyy-moskovskiy-obrazovatelnyy-kompleks;Первый Московский образовательный комплекс;да;Городская;;Первый Московский образовательный комплекс;55.804548;37.626983;OpenStreetMap, корпус;r6253182
pervyy-moskovskiy-obrazovatelnyy-kompleks;Первый Московский образовательный комплекс;да;Городская;;Первый Московский образовательный комплекс;55.803819;37.628284;OpenStreetMap, корпус;r6253180
pervyy-moskovskiy-obrazovatelnyy-kompleks;Первый Московский образовательный комплекс;да;Городская;;Первый Московский образовательный комплекс;55.803184;37.629350;OpenStreetMap, корпус;r6253181
pervyy-moskovskiy-obrazovatelnyy-kompleks;Первый Московский образовательный комплекс;да;Городская;;Первый Московский образовательный комплекс;55.841338;37.648826;OpenStreetMap, корпус;n8899947653
shkola-1590-im-v-v-kolesnika;Школа № 1590 им. В.В. Колесника;да;Городская;;Гимназия № 1590 им. Героя Советского Союза В. В. Колесника;55.862695;37.502982;OpenStreetMap, корпус;w206362274
shkola-1590-im-v-v-kolesnika;Школа № 1590 им. В.В. Колесника;да;Городская;;Гимназия № 1590;55.859642;37.496892;OpenStreetMap, корпус;w410673515
shkola-1852;Школа № 1852;да;Городская;Лучшая в районе;Центр образования №1852;55.756048;37.779476;OpenStreetMap, корпус;w29446275
shkola-1852;Школа № 1852;да;Городская;Лучшая в районе;Центр образования №1852;55.757046;37.803347;OpenStreetMap, корпус;w41870646
shkola-315;Школа № 315;да;Городская;;Школа №315;55.782895;37.674487;OpenStreetMap, корпус;r12106667
shkola-544;Школа № 544;да;Городская;;Школа №544, корпус 3;55.602427;37.718931;OpenStreetMap, корпус;w35403477
shkola-544;Школа № 544;да;Городская;;Школа №544;55.606873;37.714644;OpenStreetMap, корпус;w35403550
shkola-544;Школа № 544;да;Городская;;Школа №544;55.596254;37.719312;OpenStreetMap, корпус;w96597535
shkola-91;Школа № 91;да;Городская;;Школа №91;55.754177;37.596980;OpenStreetMap, корпус;r4580283
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа. Школьное отделение Ж7;55.733191;37.827009;OpenStreetMap, корпус;w112688156
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа;55.741006;37.832871;OpenStreetMap, корпус;w411055126
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа. Школьное отделение Р16;55.734590;37.836533;OpenStreetMap, корпус;w411055127
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа. Отделение В2;55.736860;37.819548;OpenStreetMap, корпус;w411055128
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа. Школьное отделение К8;55.743209;37.825454;OpenStreetMap, корпус;w708833033
veshnyakovskaya-shkola;Вешняковская школа;да;Городская;;Вешняковская школа. Школьное отделение К10;55.742660;37.827938;OpenStreetMap, корпус;w708833035
izmaylovskaya-shkola-1508;Измайловская школа № 1508;да;Городская;;Школа № 1508. Корпус Софьи Ковалевской;55.801909;37.790754;OpenStreetMap, корпус;r20964124
izmaylovskaya-shkola-1508;Измайловская школа № 1508;да;Городская;;Гимназия №1508;55.792083;37.802623;OpenStreetMap, корпус;w94054910
izmaylovskaya-shkola-1508;Измайловская школа № 1508;да;Городская;;Измайловская школа № 1508;55.794060;37.796223;OpenStreetMap, корпус;w878979512
pushkinskaya-shkola-1500;Пушкинская школа № 1500;да;Городская;;Пушкинская школа № 1500. Здание на Скорняжном;55.773527;37.642467;OpenStreetMap, корпус;w176025435
pushkinskaya-shkola-1500;Пушкинская школа № 1500;да;Городская;;"Пушкинская школа № 1500. Отделение ""Сретенка""";55.769071;37.632837;OpenStreetMap, корпус;r14374244
pushkinskaya-shkola-1500;Пушкинская школа № 1500;да;Городская;;Пушкинская школа № 1500;55.780892;37.663548;OpenStreetMap, корпус;r11855555
pushkinskaya-shkola-1500;Пушкинская школа № 1500;да;Городская;;Школа «Алгоритм»;55.764775;37.633321;OpenStreetMap, корпус;r15671989
shkola-tehnologii-obucheniya;Школа «Технологии обучения»;да;Городская;;Школа «Технологии обучения». Учебный корпус № 1;55.741143;37.550254;OpenStreetMap, корпус;r18724198
shkola-tehnologii-obucheniya;Школа «Технологии обучения»;да;Городская;;i-Школа;55.799988;37.541913;OpenStreetMap, корпус;r11749425
shkola-im-v-v-mayakovskogo;Школа им. В.В. Маяковского;да;Городская;Лучшая в районе;Школа им. Маяковского. Учебный корпус «Пролетарка»;55.729435;37.666410;OpenStreetMap, корпус;w196094633
shkola-im-v-v-mayakovskogo;Школа им. В.В. Маяковского;да;Городская;Лучшая в районе;Школа №1274;55.723367;37.671354;OpenStreetMap, корпус;r2018554
shkola-1191;Школа № 1191;да;Городская;;Школа № 1191. Здание 3;55.856899;37.361248;OpenStreetMap, корпус;w852322098
shkola-1191;Школа № 1191;да;Городская;;Школа № 1191. Здание 1;55.851167;37.357773;OpenStreetMap, корпус;r11938315
shkola-1191;Школа № 1191;да;Городская;;Школа № 1191. Здание 2;55.850218;37.358583;OpenStreetMap, корпус;r11938317
shkola-1245;Школа № 1245;да;Городская;Лучшая в районе;Школа № 1245. Корпус школьного образования №3;55.603655;37.601771;OpenStreetMap, корпус;w148751530
shkola-1245;Школа № 1245;да;Городская;Лучшая в районе;Школа № 1245. Корпус школьного образования №2;55.599401;37.595472;OpenStreetMap, корпус;w396923766
shkola-1245;Школа № 1245;да;Городская;Лучшая в районе;Школа № 1245. Корпус школьного образования №1;55.599788;37.593380;OpenStreetMap, корпус;r13524468
shkola-1324;Школа № 1324;да;Городская;;Школа №1324;55.755092;37.820490;OpenStreetMap, корпус;w29689770
shkola-1324;Школа № 1324;да;Городская;;Школа № 1324;55.758755;37.823199;OpenStreetMap, корпус;w1259771713
shkola-1375;Школа № 1375;да;Городская;Лучшая в районе;Школа № 1375;55.681402;37.656667;OpenStreetMap, корпус;w59374931
shkola-1450-olimp;Школа № 1450 «Олимп»;да;Городская;Лучшая в районе;Школа № 1450 Олимп;55.658698;37.611436;OpenStreetMap, корпус;w154331611
shkola-1450-olimp;Школа № 1450 «Олимп»;да;Городская;Лучшая в районе;Школа №1450 Олимп;55.657833;37.612374;OpenStreetMap, корпус;w154331612
shkola-1450-olimp;Школа № 1450 «Олимп»;да;Городская;Лучшая в районе;Школа №1450 Олимп;55.653942;37.612335;OpenStreetMap, корпус;w287304987
shkola-1450-olimp;Школа № 1450 «Олимп»;да;Городская;Лучшая в районе;Школа № 1450 «Олимп»;55.671598;37.612509;OpenStreetMap, корпус;r19567543
shkola-1466-im-n-rushevoy;Школа № 1466 им. Н. Рушевой;да;Городская;Лучшая в районе;Школа № 1466;55.623878;37.664549;OpenStreetMap, корпус;w85642991
shkola-1466-im-n-rushevoy;Школа № 1466 им. Н. Рушевой;да;Городская;Лучшая в районе;Центр образования № 1466 имени Надежды Рушевой;55.628507;37.674062;OpenStreetMap, корпус;r2766945
shkola-1466-im-n-rushevoy;Школа № 1466 им. Н. Рушевой;да;Городская;Лучшая в районе;Школа № 1466;55.621063;37.663285;OpenStreetMap, корпус;w101830726
shkola-1466-im-n-rushevoy;Школа № 1466 им. Н. Рушевой;да;Городская;Лучшая в районе;Школа № 1466 имени Надежды Рушевой;55.620582;37.650801;OpenStreetMap, корпус;r19994244
shkola-1498-moskovskaya-mezhdunarodnaya-shkola;Школа № 1498 «Московская международная школа»;да;Городская;;Школа №1498 «ММШ-15». Корпус школьного образования;55.697813;37.510180;OpenStreetMap, корпус;w485063931
shkola-1498-moskovskaya-mezhdunarodnaya-shkola;Школа № 1498 «Московская международная школа»;да;Городская;;Школа №1498 «ММШ-23». Корпус школьного образования;55.694546;37.506344;OpenStreetMap, корпус;w943940531
shkola-1528-im-i-v-panfilova;Школа № 1528 им. И.В. Панфилова;да;Городская;;примерно: здание по номеру;55.995560;37.179050;примерно: здание по номеру;
shkola-158;Школа № 158;да;Городская;Лучшая в районе;Школа № 158. Школьное отделение № 1;55.868218;37.468435;OpenStreetMap, корпус;r14331022
shkola-158;Школа № 158;да;Городская;Лучшая в районе;Школа № 158. Школьное отделение № 4;55.867482;37.470851;OpenStreetMap, корпус;r14331021
shkola-158;Школа № 158;да;Городская;Лучшая в районе;Школа № 158. Школьное отделение № 3;55.873565;37.467346;OpenStreetMap, корпус;r14962273
shkola-158;Школа № 158;да;Городская;Лучшая в районе;Школа № 158. Школьное отделение № 2;55.873769;37.465549;OpenStreetMap, корпус;r14962274
shkola-1583-im-k-a-kerimova;Школа № 1583 им. К.А. Керимова;да;Городская;Лучшая в районе;Гимназия №1583;55.844449;37.499533;OpenStreetMap, корпус;w299334055
shkola-1583-im-k-a-kerimova;Школа № 1583 им. К.А. Керимова;да;Городская;Лучшая в районе;Школа № 1583 имени К. А. Керимова. Основная и старшая школа;55.849997;37.494015;OpenStreetMap, корпус;r19007584
shkola-1583-im-k-a-kerimova;Школа № 1583 им. К.А. Керимова;да;Городская;Лучшая в районе;Гимназия № 1583;55.854353;37.508242;OpenStreetMap, корпус;r20185202
shkola-1797-bogorodskaya;Школа № 1797 «Богородская»;да;Городская;Лучшая в районе;"ГБОУ Школа №1797 ""Богородская""";55.811876;37.715121;OpenStreetMap, корпус;w125105442
shkola-1797-bogorodskaya;Школа № 1797 «Богородская»;да;Городская;Лучшая в районе;Школа №1797;55.807417;37.712289;OpenStreetMap, корпус;w520900483
shkola-185-im-v-s-grizodubovoy;Школа № 185 им. В.С. Гризодубовой;да;Городская;;Школа № 185;55.836822;37.535430;OpenStreetMap, корпус;w555198691
shkola-1861-zagore;Школа № 1861 «Загорье»;да;Городская;;"Центр образования №1861 ""Загорье""";55.578077;37.679738;OpenStreetMap, корпус;w107423415
shkola-1900;Школа № 1900;да;Городская;;Школа №1900;55.841399;37.362350;OpenStreetMap, корпус;r8902301
shkola-1948-lingvist-m;Школа № 1948 «Лингвист-М»;да;Городская;Лучшая в районе;"Школа 1948 ""Лингвист-М""";55.664616;37.559080;OpenStreetMap, корпус;w45734683
shkola-1948-lingvist-m;Школа № 1948 «Лингвист-М»;да;Городская;Лучшая в районе;"Школа 1948 ""Лингвист-М"" (Школа 3)";55.665071;37.557565;OpenStreetMap, корпус;r535585
shkola-199;Школа № 199;да;Городская;;Школа № 199 (начальные классы);55.692492;37.566113;OpenStreetMap, корпус;r2896248
shkola-199;Школа № 199;да;Городская;;Школа №199;55.690050;37.571762;OpenStreetMap, корпус;r4681983
shkola-2030;Школа № 2030;да;Городская;;Школа № 2030;55.759996;37.555662;OpenStreetMap, корпус;r7141808
shkola-2104-na-taganke;Школа № 2104 на Таганке;да;Городская;Лучшая в районе;Школа № 2104 на Таганке. Корпус 2;55.743638;37.646296;OpenStreetMap, корпус;r15697831
shkola-2104-na-taganke;Школа № 2104 на Таганке;да;Городская;Лучшая в районе;ГБОУ Школа №2104 на Таганке;55.748128;37.652941;OpenStreetMap, корпус;w296899006
shkola-2104-na-taganke;Школа № 2104 на Таганке;да;Городская;Лучшая в районе;Школа № 2104;55.749551;37.658541;OpenStreetMap, корпус;n3008237260
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 4;55.804793;37.790619;OpenStreetMap, корпус;w103267450
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 1;55.807332;37.806338;OpenStreetMap, корпус;w103467375
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 3;55.806090;37.796702;OpenStreetMap, корпус;w128754875
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 8;55.804171;37.815393;OpenStreetMap, корпус;w874475981
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 2;55.809075;37.801146;OpenStreetMap, корпус;r11913160
shkola-2200;Школа № 2200;да;Городская;;Школа №2200 корпус 9;55.808464;37.814713;OpenStreetMap, корпус;r11956021
shkola-293-im-a-t-tvardovskogo;Школа № 293 им. А.Т. Твардовского;да;Городская;;ГБОУ Школа № 293 им. А. Т. Твардовского;55.822101;37.653411;OpenStreetMap, корпус;r11778070
shkola-293-im-a-t-tvardovskogo;Школа № 293 им. А.Т. Твардовского;да;Городская;;Школа №293 имени Твардовского;55.817821;37.640425;OpenStreetMap, корпус;r17734508
shkola-507;Школа № 507;да;Городская;;Школа № 507, здание № 6 «Гимназический корпус»;55.681802;37.642770;OpenStreetMap, корпус;w73854348
shkola-507;Школа № 507;да;Городская;;Школа № 507, здание № 9 «Академический корпус»;55.676706;37.631483;OpenStreetMap, корпус;w746494190
shkola-507;Школа № 507;да;Городская;;ГБОУ школа № 507, здание № 3;55.665920;37.654577;OpenStreetMap, корпус;r2140115
shkola-507;Школа № 507;да;Городская;;ГБОУ школа № 507, здание № 9;55.672286;37.657424;OpenStreetMap, корпус;r2465066
shkola-507;Школа № 507;да;Городская;;ГБОУ школа № 507, здание № 15;55.660348;37.625012;OpenStreetMap, корпус;n6794888867
shkola-547;Школа № 547;да;Городская;;Школа № 547;55.709331;37.640360;OpenStreetMap, корпус;w88301012
shkola-547;Школа № 547;да;Городская;;Школа №547;55.709133;37.619692;OpenStreetMap, корпус;w306230576
shkola-597-novoe-pokolenie;Школа № 597 «Новое поколение»;да;Городская;;Школа №597;55.865851;37.489768;OpenStreetMap, корпус;w39505342
